City,Local time,Description,Temperature,UTC time
Jakarta,Sun 12:24 pm,Partly sunny. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Tunis,Sun 6:24 am,Sunny. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Jerusalem,Sun 8:24 am,Refreshingly cool.,71 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Ulaanbaatar,Sun 1:24 pm,Scattered clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Johannesburg,Sun 7:24 am,Clear. Cool.,49 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Unalaska,Sat 9:24 pm,Broken clouds. Cool.,46 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Juneau,Sat 9:24 pm,Mostly cloudy. Cool.,54 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Ürümqi,Sun 1:24 pm,Sunny. Mild.,69 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kaliningrad,Sun 7:24 am,Partly sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Valletta,Sun 7:24 am,Passing clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kampala,Sun 8:24 am,Scattered clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Vancouver,Sat 10:24 pm,Passing clouds. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kangerlussuaq,Sun 4:24 am,Clear. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Vatican City,Sun 7:24 am,Sunny. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kansas City,Sun 12:24 am,Clear. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Verkhoyansk,Sun 3:24 pm,Partly sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Karachi,Sun 10:24 am,Partly sunny. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Victoria,Sun 9:24 am,Broken clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kathmandu,Sun 11:09 am,Partly sunny. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Vienna,Sun 7:24 am,Sunny. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kemi,Sun 8:24 am,Light rain. Overcast. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Vientiane,Sun 12:24 pm,Scattered clouds. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Khatanga,Sun 12:24 pm,Overcast. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Vilnius,Sun 8:24 am,Broken clouds. Cool.,52 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kigali,Sun 7:24 am,Passing clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Vladivostok,Sun 3:24 pm,Partly sunny. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kingston,Sun 12:24 am,Warm.,85 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Wake Island,Sun 5:24 pm,Sunny. Warm.,87 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kinshasa,Sun 6:24 am,Passing clouds. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Warsaw,Sun 7:24 am,Partly sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kiritimati,Sun 7:24 pm,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Washington DC,Sun 1:24 am,Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kolkata,Sun 10:54 am,Broken clouds. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Wellington,Sun 5:24 pm,Clear. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Komsomolsk-on-Amur,Sun 3:24 pm,Passing clouds. Mild.,69 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Whitehorse,Sat 10:24 pm,Partly sunny. Refreshingly cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Krasnoyarsk,Sun 12:24 pm,Partly sunny. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Windhoek,Sun 7:24 am,Cool.,53 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kuala Lumpur,Sun 1:24 pm,Passing clouds. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Winnipeg,Sun 12:24 am,Cool.,56 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kuujjuaq,Sun 1:24 am,Passing clouds. Cool.,52 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Yakutsk,Sun 2:24 pm,Scattered clouds. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kuwait City,Sun 8:24 am,Sunny. Pleasantly warm.,87 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Yangon,Sun 11:54 am,Drizzle. Partly sunny. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Kyiv,Sun 8:24 am,Overcast. Cool.,58 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Yaoundé,Sun 6:24 am,Fog. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
La Paz (Bolivia),Sun 1:24 am,Clear. Chilly.,30 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Yekaterinburg,Sun 10:24 am,Thunderstorms. Scattered clouds. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Lagos,Sun 6:24 am,Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Yerevan,Sun 9:24 am,Passing clouds. Mild.,67 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Lahore,Sun 10:24 am,Clear. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Yuzhno-Sakhalinsk,Sun 4:24 pm,Mostly cloudy. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Las Vegas,Sat 10:24 pm,Scattered clouds. Extremely hot.,102 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Zagreb,Sun 7:24 am,Sunny. Mild.,63 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Lhasa,Sun 1:24 pm,Refreshingly cool.,58 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Zürich,Sun 7:24 am,Passing clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"
Libreville,Sun 6:24 am,Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 05:24:41"

Abidjan,Sun 7:01 pm,Light rain. Partly cloudy. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lima,Sun 2:01 pm,Overcast. Mild.,74 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Abu Dhabi,Sun 11:01 pm,Clear. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lisbon,Sun 8:01 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Accra,Sun 7:01 pm,Light rain. Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ljubljana,Sun 9:01 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Adak,Sun 10:01 am,Low clouds. Chilly.,39 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Lomé,Sun 7:01 pm,Passing clouds. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Addis Ababa,Sun 10:01 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
London,Sun 8:01 pm,Clear. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Adelaide,Mon 4:31 am,Quite cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Longyearbyen,Sun 9:01 pm,Partly sunny. Quite cool.,41 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Algiers,Sun 8:01 pm,Partly sunny. Mild.,74 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Los Angeles,Sun 12:01 pm,Sunny. Mild.,71 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Alice Springs,Mon 4:31 am,Clear. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Luanda,Sun 8:01 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Almaty,Mon 12:01 am,Partly cloudy. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Luxembourg,Sun 9:01 pm,Sunny. Mild.,63 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Alofi,Sun 8:01 am,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Madrid,Sun 9:01 pm,Scattered clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Amman,Sun 10:01 pm,Clear. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Magadan,Mon 6:01 am,Drizzle. Dense fog. Quite cool.,40 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Amsterdam,Sun 9:01 pm,Passing clouds. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Majuro,Mon 7:01 am,Mostly cloudy. Warm.,85 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Anadyr,Mon 7:01 am,Partly sunny. Cool.,46 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Makassar,Mon 3:01 am,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Anchorage,Sun 11:01 am,Sunny. Refreshingly cool.,58 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Male,Mon 12:01 am,Partly cloudy. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ankara,Sun 10:01 pm,Passing clouds. Cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Managua,Sun 1:01 pm,Partly sunny. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Antananarivo,Sun 10:01 pm,Passing clouds. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Manama,Sun 10:01 pm,Clear. Extremely hot.,95 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Apia,Mon 8:01 am,Partly sunny. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Manaus,Sun 3:01 pm,Scattered clouds. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ashgabat,Mon 12:01 am,Clear. Pleasantly warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Manila,Mon 3:01 am,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Astana,Mon 12:01 am,Passing clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Manokwari,Mon 4:01 am,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Asuncion,Sun 4:01 pm,Partly sunny. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Maputo,Sun 9:01 pm,Clear. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Athens,Sun 10:01 pm,Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Mary's Harbour,Sun 4:31 pm,Sunny. Refreshingly cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Atlanta,Sun 3:01 pm,Partly sunny. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Maseru,Sun 9:01 pm,Passing clouds. Refreshingly cool.,62 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Auckland,Mon 7:01 am,Passing clouds. Cool.,52 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Melbourne,Mon 5:01 am,Clear. Chilly.,39 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Baker Lake,Sun 2:01 pm,Light rain. Overcast. Chilly.,38 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Mexico City,Sun 1:01 pm,Scattered clouds. Pleasantly warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Baku,Sun 11:01 pm,Passing clouds. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Miami,Sun 3:01 pm,Broken clouds. Hot.,92 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bamako,Sun 7:01 pm,Passing clouds. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Midway,Sun 8:01 am,Scattered clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bandar Seri Begawan,Mon 3:01 am,Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Minneapolis,Sun 2:01 pm,Partly sunny. Refreshingly cool.,62 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bangkok,Mon 2:01 am,Light rain. Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Minsk,Sun 10:01 pm,Sunny. Cool.,55 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bangui,Sun 8:01 pm,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Monaco,Sun 9:01 pm,Partly sunny. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Banjul,Sun 7:01 pm,Broken clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Monrovia,Sun 7:01 pm,Drizzle. Partly sunny. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Barcelona,Sun 9:01 pm,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Montevideo,Sun 4:01 pm,Scattered clouds. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Basse-Terre,Sun 3:01 pm,Partly sunny. Warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Montréal,Sun 3:01 pm,Light rain. Overcast. Mild.,66 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Beijing,Mon 3:01 am,Haze. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Moroni,Sun 10:01 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Belém,Sun 4:01 pm,Partly sunny. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Moscow,Sun 10:01 pm,Partly sunny. Cool.,60 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Belgrade,Sun 9:01 pm,Thunderstorms. Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Mumbai,Mon 12:31 am,Haze. Hot.,89 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Belmopan,Sun 1:01 pm,Partly sunny. Hot.,89 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Muscat,Sun 11:01 pm,Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Belushya Guba,Sun 10:01 pm,Overcast. Chilly.,36 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
N'Djamena,Sun 8:01 pm,Clear. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bengaluru,Mon 12:31 am,Passing clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Nairobi,Sun 10:01 pm,Passing clouds. Cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Berlin,Sun 9:01 pm,Sunny. Refreshingly cool.,61 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Nassau,Sun 3:01 pm,Broken clouds. Warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bern,Sun 9:01 pm,Sunny. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
New Delhi,Mon 12:31 am,Passing clouds. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bishkek,Mon 1:01 am,Passing clouds. Pleasantly warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
New Orleans,Sun 2:01 pm,Sunny. Hot.,91 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bissau,Sun 7:01 pm,Passing clouds. Warm.,82 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
New York,Sun 3:01 pm,Sunny. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bogota,Sun 2:01 pm,Scattered showers. Broken clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ngerulmud,Mon 4:01 am,Passing clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Boston,Sun 3:01 pm,Broken clouds. Pleasantly warm.,87 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Niamey,Sun 8:01 pm,Sunny. Extremely hot.,93 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Brasilia,Sun 4:01 pm,Scattered clouds. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Nicosia,Sun 10:01 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bratislava,Sun 9:01 pm,Passing clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Norilsk,Mon 2:01 am,Sunny. Mild.,69 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Brazzaville,Sun 8:01 pm,Clear. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Novosibirsk,Mon 2:01 am,Overcast. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bridgetown,Sun 3:01 pm,Passing clouds. Warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Nuku'alofa,Mon 8:01 am,Sprinkles. Low clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Brisbane,Mon 5:01 am,Cool.,60 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Nusantara,Mon 3:01 am,Passing clouds. Warm.,81 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Brussels,Sun 9:01 pm,Scattered clouds. Refreshingly cool.,59 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Nuuk,Sun 6:01 pm,Sunny. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Bucharest,Sun 10:01 pm,Clear. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Oklahoma City,Sun 2:01 pm,Mostly cloudy. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Budapest,Sun 9:01 pm,Sunny. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Omsk,Mon 1:01 am,Overcast. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Buenos Aires,Sun 4:01 pm,Passing clouds. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Oral,Mon 12:01 am,Passing clouds. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Cairns,Mon 5:01 am,Partly cloudy. Mild.,72 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Oslo,Sun 9:01 pm,Sunny. Refreshingly cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Cairo,Sun 10:01 pm,Clear. Warm.,79 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Ottawa,Sun 3:01 pm,Light rain. Overcast. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Calgary,Sun 1:01 pm,Passing clouds. Mild.,70 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Palikir,Mon 6:01 am,Passing clouds. Mild.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Canberra,Mon 5:01 am,Overcast. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Panama,Sun 2:01 pm,Strong thunderstorms. Partly sunny. Warm.,84 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Cancún,Sun 2:01 pm,Scattered clouds. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Papeete,Sun 9:01 am,Mostly cloudy. Warm.,77 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Cape Town,Sun 9:01 pm,Passing clouds. Cool.,52 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Paris,Sun 9:01 pm,Passing clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Caracas,Sun 3:01 pm,Passing clouds. Warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Perth,Mon 3:01 am,Mostly cloudy. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Cardiff,Sun 8:01 pm,Clear. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Petropavlovsk-Kamchatsky,Mon 7:01 am,Low clouds. Quite cool.,45 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Casablanca,Sun 8:01 pm,Scattered clouds. Mild.,73 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Pevek,Mon 7:01 am,Scattered clouds. Cool.,49 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Cayenne,Sun 4:01 pm,Partly sunny. Warm.,86 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Philadelphia,Sun 3:01 pm,Partly sunny. Hot.,90 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Chennai,Mon 12:31 am,Fog. Warm.,88 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Phoenix,Sun 12:01 pm,Scattered clouds. Extremely hot.,101 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Chibougamau,Sun 3:01 pm,Overcast. Cool.,57 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Pituffik,Sun 4:01 pm,Scattered clouds. Cool.,50 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Chicago,Sun 2:01 pm,Broken clouds. Mild.,68 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Podgorica,Sun 9:01 pm,Passing clouds. Mild.,75 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Chita,Mon 4:01 am,Clear. Cool.,52 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Pond Inlet,Sun 3:01 pm,Sunny. Cool.,48 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
Chișinău,Sun 10:01 pm,Clear. Mild.,64 °F,"UTC (GMT/Zulu)-time: Sunday, June 14, 2026 at 19:01:48"
